dataset,BIDS_ID,SITE_ID
ABIDE2,sub-28813,ABIDEII-GU_1
ABIDE2,sub-28814,ABIDEII-GU_1
ABIDE2,sub-28815,ABIDEII-GU_1
ABIDE2,sub-28816,ABIDEII-GU_1
ABIDE2,sub-28817,ABIDEII-GU_1
ABIDE2,sub-28818,ABIDEII-GU_1
ABIDE2,sub-28819,ABIDEII-GU_1
ABIDE2,sub-28820,ABIDEII-GU_1
ABIDE2,sub-28821,ABIDEII-GU_1
ABIDE2,sub-28822,ABIDEII-GU_1
ABIDE2,sub-28823,ABIDEII-GU_1
ABIDE2,sub-28824,ABIDEII-GU_1
ABIDE2,sub-28825,ABIDEII-GU_1
ABIDE2,sub-28826,ABIDEII-GU_1
ABIDE2,sub-28827,ABIDEII-GU_1
ABIDE2,sub-28828,ABIDEII-GU_1
ABIDE2,sub-28829,ABIDEII-GU_1
ABIDE2,sub-28830,ABIDEII-GU_1
ABIDE2,sub-28831,ABIDEII-GU_1
ABIDE2,sub-28832,ABIDEII-GU_1
ABIDE2,sub-28834,ABIDEII-GU_1
ABIDE2,sub-28835,ABIDEII-GU_1
ABIDE2,sub-28836,ABIDEII-GU_1
ABIDE2,sub-28837,ABIDEII-GU_1
ABIDE2,sub-28838,ABIDEII-GU_1
ABIDE2,sub-28839,ABIDEII-GU_1
ABIDE2,sub-28840,ABIDEII-GU_1
ABIDE2,sub-28841,ABIDEII-GU_1
ABIDE2,sub-28842,ABIDEII-GU_1
ABIDE2,sub-28843,ABIDEII-GU_1
ABIDE2,sub-28844,ABIDEII-GU_1
ABIDE2,sub-28845,ABIDEII-GU_1
ABIDE2,sub-28846,ABIDEII-GU_1
ABIDE2,sub-28847,ABIDEII-GU_1
ABIDE2,sub-29580,ABIDEII-IP_1
ABIDE2,sub-29581,ABIDEII-IP_1
ABIDE2,sub-29582,ABIDEII-IP_1
ABIDE2,sub-29583,ABIDEII-IP_1
ABIDE2,sub-29584,ABIDEII-IP_1
ABIDE2,sub-29585,ABIDEII-IP_1
ABIDE2,sub-29586,ABIDEII-IP_1
ABIDE2,sub-29587,ABIDEII-IP_1
ABIDE2,sub-29588,ABIDEII-IP_1
ABIDE2,sub-29589,ABIDEII-IP_1
ABIDE2,sub-29590,ABIDEII-IP_1
ABIDE2,sub-29591,ABIDEII-IP_1
ABIDE2,sub-29592,ABIDEII-IP_1
ABIDE2,sub-29593,ABIDEII-IP_1
ABIDE2,sub-29594,ABIDEII-IP_1
ABIDE2,sub-29595,ABIDEII-IP_1
ABIDE2,sub-29596,ABIDEII-IP_1
ABIDE2,sub-29597,ABIDEII-IP_1
ABIDE2,sub-29598,ABIDEII-IP_1
ABIDE2,sub-29599,ABIDEII-IP_1
ABIDE2,sub-29600,ABIDEII-IP_1
ABIDE2,sub-29601,ABIDEII-IP_1
ABIDE2,sub-29602,ABIDEII-IP_1
ABIDE2,sub-29603,ABIDEII-IP_1
ABIDE2,sub-29604,ABIDEII-IP_1
ABIDE2,sub-29605,ABIDEII-IP_1
ABIDE2,sub-29606,ABIDEII-IP_1
ABIDE2,sub-29607,ABIDEII-IP_1
ABIDE2,sub-29608,ABIDEII-IP_1
ABIDE2,sub-29609,ABIDEII-IP_1
ABIDE2,sub-29610,ABIDEII-IP_1
ABIDE2,sub-29611,ABIDEII-IP_1
ABIDE2,sub-29612,ABIDEII-IP_1
ABIDE2,sub-29613,ABIDEII-IP_1
ABIDE2,sub-29614,ABIDEII-IP_1
ABIDE2,sub-29615,ABIDEII-IP_1
ABIDE2,sub-29616,ABIDEII-IP_1
ABIDE2,sub-29617,ABIDEII-IP_1
ABIDE2,sub-29618,ABIDEII-IP_1
ABIDE2,sub-29619,ABIDEII-IP_1
ABIDE2,sub-29620,ABIDEII-IP_1
ABIDE2,sub-29621,ABIDEII-IP_1
ABIDE2,sub-29622,ABIDEII-IP_1
ABIDE2,sub-29623,ABIDEII-IP_1
ABIDE2,sub-29624,ABIDEII-IP_1
ABIDE2,sub-29625,ABIDEII-IP_1
ABIDE2,sub-29626,ABIDEII-IP_1
ABIDE2,sub-29627,ABIDEII-IP_1
ABIDE2,sub-29628,ABIDEII-IP_1
ABIDE2,sub-29629,ABIDEII-IP_1
ABIDE2,sub-29630,ABIDEII-IP_1
ABIDE2,sub-29631,ABIDEII-IP_1
ABIDE2,sub-29632,ABIDEII-IP_1
ABIDE2,sub-29633,ABIDEII-IP_1
ABIDE2,sub-29634,ABIDEII-IP_1
ABIDE2,sub-29635,ABIDEII-IP_1
ABIDE2,sub-29538,ABIDEII-IU_1
ABIDE2,sub-29539,ABIDEII-IU_1
ABIDE2,sub-29540,ABIDEII-IU_1
ABIDE2,sub-29541,ABIDEII-IU_1
ABIDE2,sub-29542,ABIDEII-IU_1
ABIDE2,sub-29543,ABIDEII-IU_1
ABIDE2,sub-29544,ABIDEII-IU_1
ABIDE2,sub-29545,ABIDEII-IU_1
ABIDE2,sub-29546,ABIDEII-IU_1
ABIDE2,sub-29547,ABIDEII-IU_1
ABIDE2,sub-29548,ABIDEII-IU_1
ABIDE2,sub-29549,ABIDEII-IU_1
ABIDE2,sub-29550,ABIDEII-IU_1
ABIDE2,sub-29551,ABIDEII-IU_1
ABIDE2,sub-29552,ABIDEII-IU_1
ABIDE2,sub-29553,ABIDEII-IU_1
ABIDE2,sub-29554,ABIDEII-IU_1
ABIDE2,sub-29555,ABIDEII-IU_1
ABIDE2,sub-29556,ABIDEII-IU_1
ABIDE2,sub-29557,ABIDEII-IU_1
ABIDE2,sub-29558,ABIDEII-IU_1
ABIDE2,sub-29559,ABIDEII-IU_1
ABIDE2,sub-29560,ABIDEII-IU_1
ABIDE2,sub-29561,ABIDEII-IU_1
ABIDE2,sub-29562,ABIDEII-IU_1
ABIDE2,sub-29563,ABIDEII-IU_1
ABIDE2,sub-29564,ABIDEII-IU_1
ABIDE2,sub-29565,ABIDEII-IU_1
ABIDE2,sub-29566,ABIDEII-IU_1
ABIDE2,sub-29567,ABIDEII-IU_1
ABIDE2,sub-29568,ABIDEII-IU_1
ABIDE2,sub-29569,ABIDEII-IU_1
ABIDE2,sub-29570,ABIDEII-IU_1
ABIDE2,sub-29571,ABIDEII-IU_1
ABIDE2,sub-29572,ABIDEII-IU_1
ABIDE2,sub-29573,ABIDEII-IU_1
ABIDE2,sub-29574,ABIDEII-IU_1
ABIDE2,sub-29575,ABIDEII-IU_1
ABIDE2,sub-29576,ABIDEII-IU_1
ABIDE2,sub-29577,ABIDEII-IU_1
ABIDE2,sub-29273,ABIDEII-KKI_1
ABIDE2,sub-29274,ABIDEII-KKI_1
ABIDE2,sub-29275,ABIDEII-KKI_1
ABIDE2,sub-29276,ABIDEII-KKI_1
ABIDE2,sub-29277,ABIDEII-KKI_1
ABIDE2,sub-29278,ABIDEII-KKI_1
ABIDE2,sub-29279,ABIDEII-KKI_1
ABIDE2,sub-29280,ABIDEII-KKI_1
ABIDE2,sub-29281,ABIDEII-KKI_1
ABIDE2,sub-29282,ABIDEII-KKI_1
ABIDE2,sub-29283,ABIDEII-KKI_1
ABIDE2,sub-29284,ABIDEII-KKI_1
ABIDE2,sub-29285,ABIDEII-KKI_1
ABIDE2,sub-29286,ABIDEII-KKI_1
ABIDE2,sub-29287,ABIDEII-KKI_1
ABIDE2,sub-29288,ABIDEII-KKI_1
ABIDE2,sub-29289,ABIDEII-KKI_1
ABIDE2,sub-29290,ABIDEII-KKI_1
ABIDE2,sub-29291,ABIDEII-KKI_1
ABIDE2,sub-29292,ABIDEII-KKI_1
ABIDE2,sub-29293,ABIDEII-KKI_1
ABIDE2,sub-29294,ABIDEII-KKI_1
ABIDE2,sub-29295,ABIDEII-KKI_1
ABIDE2,sub-29296,ABIDEII-KKI_1
ABIDE2,sub-29297,ABIDEII-KKI_1
ABIDE2,sub-29298,ABIDEII-KKI_1
ABIDE2,sub-29299,ABIDEII-KKI_1
ABIDE2,sub-29300,ABIDEII-KKI_1
ABIDE2,sub-29301,ABIDEII-KKI_1
ABIDE2,sub-29302,ABIDEII-KKI_1
ABIDE2,sub-29303,ABIDEII-KKI_1
ABIDE2,sub-29304,ABIDEII-KKI_1
ABIDE2,sub-29305,ABIDEII-KKI_1
ABIDE2,sub-29306,ABIDEII-KKI_1
ABIDE2,sub-29307,ABIDEII-KKI_1
ABIDE2,sub-29308,ABIDEII-KKI_1
ABIDE2,sub-29309,ABIDEII-KKI_1
ABIDE2,sub-29310,ABIDEII-KKI_1
ABIDE2,sub-29311,ABIDEII-KKI_1
ABIDE2,sub-29312,ABIDEII-KKI_1
ABIDE2,sub-29313,ABIDEII-KKI_1
ABIDE2,sub-29314,ABIDEII-KKI_1
ABIDE2,sub-29315,ABIDEII-KKI_1
ABIDE2,sub-29316,ABIDEII-KKI_1
ABIDE2,sub-29317,ABIDEII-KKI_1
ABIDE2,sub-29318,ABIDEII-KKI_1
ABIDE2,sub-29319,ABIDEII-KKI_1
ABIDE2,sub-29320,ABIDEII-KKI_1
ABIDE2,sub-29321,ABIDEII-KKI_1
ABIDE2,sub-29322,ABIDEII-KKI_1
ABIDE2,sub-29323,ABIDEII-KKI_1
ABIDE2,sub-29324,ABIDEII-KKI_1
ABIDE2,sub-29325,ABIDEII-KKI_1
ABIDE2,sub-29326,ABIDEII-KKI_1
ABIDE2,sub-29327,ABIDEII-KKI_1
ABIDE2,sub-29328,ABIDEII-KKI_1
ABIDE2,sub-29329,ABIDEII-KKI_1
ABIDE2,sub-29330,ABIDEII-KKI_1
ABIDE2,sub-29331,ABIDEII-KKI_1
ABIDE2,sub-29332,ABIDEII-KKI_1
ABIDE2,sub-29333,ABIDEII-KKI_1
ABIDE2,sub-29334,ABIDEII-KKI_1
ABIDE2,sub-29335,ABIDEII-KKI_1
ABIDE2,sub-29336,ABIDEII-KKI_1
ABIDE2,sub-29337,ABIDEII-KKI_1
ABIDE2,sub-29338,ABIDEII-KKI_1
ABIDE2,sub-29339,ABIDEII-KKI_1
ABIDE2,sub-29340,ABIDEII-KKI_1
ABIDE2,sub-29341,ABIDEII-KKI_1
ABIDE2,sub-29342,ABIDEII-KKI_1
ABIDE2,sub-29343,ABIDEII-KKI_1
ABIDE2,sub-29344,ABIDEII-KKI_1
ABIDE2,sub-29345,ABIDEII-KKI_1
ABIDE2,sub-29346,ABIDEII-KKI_1
ABIDE2,sub-29347,ABIDEII-KKI_1
ABIDE2,sub-29348,ABIDEII-KKI_1
ABIDE2,sub-29349,ABIDEII-KKI_1
ABIDE2,sub-29350,ABIDEII-KKI_1
ABIDE2,sub-29351,ABIDEII-KKI_1
ABIDE2,sub-29352,ABIDEII-KKI_1
ABIDE2,sub-29353,ABIDEII-KKI_1
ABIDE2,sub-29354,ABIDEII-KKI_1
ABIDE2,sub-29355,ABIDEII-KKI_1
ABIDE2,sub-29356,ABIDEII-KKI_1
ABIDE2,sub-29357,ABIDEII-KKI_1
ABIDE2,sub-29358,ABIDEII-KKI_1
ABIDE2,sub-29359,ABIDEII-KKI_1
ABIDE2,sub-29360,ABIDEII-KKI_1
ABIDE2,sub-29361,ABIDEII-KKI_1
ABIDE2,sub-29362,ABIDEII-KKI_1
ABIDE2,sub-29363,ABIDEII-KKI_1
ABIDE2,sub-29364,ABIDEII-KKI_1
ABIDE2,sub-29365,ABIDEII-KKI_1
ABIDE2,sub-29366,ABIDEII-KKI_1
ABIDE2,sub-29367,ABIDEII-KKI_1
ABIDE2,sub-29368,ABIDEII-KKI_1
ABIDE2,sub-29369,ABIDEII-KKI_1
ABIDE2,sub-29370,ABIDEII-KKI_1
ABIDE2,sub-29371,ABIDEII-KKI_1
ABIDE2,sub-29372,ABIDEII-KKI_1
ABIDE2,sub-29373,ABIDEII-KKI_1
ABIDE2,sub-29374,ABIDEII-KKI_1
ABIDE2,sub-29375,ABIDEII-KKI_1
ABIDE2,sub-29376,ABIDEII-KKI_1
ABIDE2,sub-29377,ABIDEII-KKI_1
ABIDE2,sub-29378,ABIDEII-KKI_1
ABIDE2,sub-29379,ABIDEII-KKI_1
ABIDE2,sub-29380,ABIDEII-KKI_1
ABIDE2,sub-29381,ABIDEII-KKI_1
ABIDE2,sub-29382,ABIDEII-KKI_1
ABIDE2,sub-29383,ABIDEII-KKI_1
ABIDE2,sub-29384,ABIDEII-KKI_1
ABIDE2,sub-29385,ABIDEII-KKI_1
ABIDE2,sub-29386,ABIDEII-KKI_1
ABIDE2,sub-29387,ABIDEII-KKI_1
ABIDE2,sub-29388,ABIDEII-KKI_1
ABIDE2,sub-29389,ABIDEII-KKI_1
ABIDE2,sub-29390,ABIDEII-KKI_1
ABIDE2,sub-29391,ABIDEII-KKI_1
ABIDE2,sub-29392,ABIDEII-KKI_1
ABIDE2,sub-29393,ABIDEII-KKI_1
ABIDE2,sub-29394,ABIDEII-KKI_1
ABIDE2,sub-29395,ABIDEII-KKI_1
ABIDE2,sub-29396,ABIDEII-KKI_1
ABIDE2,sub-29397,ABIDEII-KKI_1
ABIDE2,sub-29398,ABIDEII-KKI_1
ABIDE2,sub-29399,ABIDEII-KKI_1
ABIDE2,sub-29400,ABIDEII-KKI_1
ABIDE2,sub-29401,ABIDEII-KKI_1
ABIDE2,sub-29402,ABIDEII-KKI_1
ABIDE2,sub-29403,ABIDEII-KKI_1
ABIDE2,sub-29404,ABIDEII-KKI_1
ABIDE2,sub-29405,ABIDEII-KKI_1
ABIDE2,sub-29407,ABIDEII-KKI_1
ABIDE2,sub-29408,ABIDEII-KKI_1
ABIDE2,sub-29409,ABIDEII-KKI_1
ABIDE2,sub-29410,ABIDEII-KKI_1
ABIDE2,sub-29411,ABIDEII-KKI_1
ABIDE2,sub-29412,ABIDEII-KKI_1
ABIDE2,sub-29413,ABIDEII-KKI_1
ABIDE2,sub-29414,ABIDEII-KKI_1
ABIDE2,sub-29415,ABIDEII-KKI_1
ABIDE2,sub-29416,ABIDEII-KKI_1
ABIDE2,sub-29417,ABIDEII-KKI_1
ABIDE2,sub-29418,ABIDEII-KKI_1
ABIDE2,sub-29419,ABIDEII-KKI_1
ABIDE2,sub-29420,ABIDEII-KKI_1
ABIDE2,sub-29421,ABIDEII-KKI_1
ABIDE2,sub-29422,ABIDEII-KKI_1
ABIDE2,sub-29423,ABIDEII-KKI_1
ABIDE2,sub-29424,ABIDEII-KKI_1
ABIDE2,sub-29425,ABIDEII-KKI_1
ABIDE2,sub-29427,ABIDEII-KKI_1
ABIDE2,sub-29428,ABIDEII-KKI_1
ABIDE2,sub-29429,ABIDEII-KKI_1
ABIDE2,sub-29430,ABIDEII-KKI_1
ABIDE2,sub-29431,ABIDEII-KKI_1
ABIDE2,sub-29432,ABIDEII-KKI_1
ABIDE2,sub-29433,ABIDEII-KKI_1
ABIDE2,sub-29434,ABIDEII-KKI_1
ABIDE2,sub-29435,ABIDEII-KKI_1
ABIDE2,sub-29436,ABIDEII-KKI_1
ABIDE2,sub-29437,ABIDEII-KKI_1
ABIDE2,sub-29438,ABIDEII-KKI_1
ABIDE2,sub-29439,ABIDEII-KKI_1
ABIDE2,sub-29440,ABIDEII-KKI_1
ABIDE2,sub-29441,ABIDEII-KKI_1
ABIDE2,sub-29442,ABIDEII-KKI_1
ABIDE2,sub-29443,ABIDEII-KKI_1
ABIDE2,sub-29444,ABIDEII-KKI_1
ABIDE2,sub-29445,ABIDEII-KKI_1
ABIDE2,sub-29446,ABIDEII-KKI_1
ABIDE2,sub-29447,ABIDEII-KKI_1
ABIDE2,sub-29448,ABIDEII-KKI_1
ABIDE2,sub-29449,ABIDEII-KKI_1
ABIDE2,sub-29450,ABIDEII-KKI_1
ABIDE2,sub-29451,ABIDEII-KKI_1
ABIDE2,sub-29452,ABIDEII-KKI_1
ABIDE2,sub-29453,ABIDEII-KKI_1
ABIDE2,sub-29454,ABIDEII-KKI_1
ABIDE2,sub-29455,ABIDEII-KKI_1
ABIDE2,sub-29456,ABIDEII-KKI_1
ABIDE2,sub-29457,ABIDEII-KKI_1
ABIDE2,sub-29458,ABIDEII-KKI_1
ABIDE2,sub-29459,ABIDEII-KKI_1
ABIDE2,sub-29460,ABIDEII-KKI_1
ABIDE2,sub-29461,ABIDEII-KKI_1
ABIDE2,sub-29462,ABIDEII-KKI_1
ABIDE2,sub-29463,ABIDEII-KKI_1
ABIDE2,sub-29464,ABIDEII-KKI_1
ABIDE2,sub-29465,ABIDEII-KKI_1
ABIDE2,sub-29466,ABIDEII-KKI_1
ABIDE2,sub-29467,ABIDEII-KKI_1
ABIDE2,sub-29468,ABIDEII-KKI_1
ABIDE2,sub-29469,ABIDEII-KKI_1
ABIDE2,sub-29470,ABIDEII-KKI_1
ABIDE2,sub-29471,ABIDEII-KKI_1
ABIDE2,sub-29472,ABIDEII-KKI_1
ABIDE2,sub-29473,ABIDEII-KKI_1
ABIDE2,sub-29474,ABIDEII-KKI_1
ABIDE2,sub-29475,ABIDEII-KKI_1
ABIDE2,sub-29476,ABIDEII-KKI_1
ABIDE2,sub-29477,ABIDEII-KKI_1
ABIDE2,sub-29478,ABIDEII-KKI_1
ABIDE2,sub-29479,ABIDEII-KKI_1
ABIDE2,sub-29480,ABIDEII-KKI_1
ABIDE2,sub-29481,ABIDEII-KKI_1
ABIDE2,sub-29482,ABIDEII-KKI_1
ABIDE2,sub-29483,ABIDEII-KKI_1
ABIDE2,sub-29484,ABIDEII-KKI_1
ABIDE2,sub-29485,ABIDEII-KKI_1
ABIDE2,sub-29656,ABIDEII-KUL_3
ABIDE2,sub-29657,ABIDEII-KUL_3
ABIDE2,sub-29658,ABIDEII-KUL_3
ABIDE2,sub-29659,ABIDEII-KUL_3
ABIDE2,sub-29660,ABIDEII-KUL_3
ABIDE2,sub-29661,ABIDEII-KUL_3
ABIDE2,sub-29662,ABIDEII-KUL_3
ABIDE2,sub-29664,ABIDEII-KUL_3
ABIDE2,sub-29665,ABIDEII-KUL_3
ABIDE2,sub-29666,ABIDEII-KUL_3
ABIDE2,sub-29667,ABIDEII-KUL_3
ABIDE2,sub-29668,ABIDEII-KUL_3
ABIDE2,sub-29669,ABIDEII-KUL_3
ABIDE2,sub-29670,ABIDEII-KUL_3
ABIDE2,sub-29671,ABIDEII-KUL_3
ABIDE2,sub-29674,ABIDEII-KUL_3
ABIDE2,sub-29675,ABIDEII-KUL_3
ABIDE2,sub-29676,ABIDEII-KUL_3
ABIDE2,sub-29677,ABIDEII-KUL_3
ABIDE2,sub-29678,ABIDEII-KUL_3
ABIDE2,sub-29679,ABIDEII-KUL_3
ABIDE2,sub-29794,ABIDEII-KUL_3
ABIDE2,sub-29795,ABIDEII-KUL_3
ABIDE2,sub-29796,ABIDEII-KUL_3
ABIDE2,sub-29797,ABIDEII-KUL_3
ABIDE2,sub-29798,ABIDEII-KUL_3
ABIDE2,sub-29799,ABIDEII-KUL_3
ABIDE2,sub-29800,ABIDEII-KUL_3
ABIDE2,sub-29177,ABIDEII-NYU_1
ABIDE2,sub-29178,ABIDEII-NYU_1
ABIDE2,sub-29179,ABIDEII-NYU_1
ABIDE2,sub-29180,ABIDEII-NYU_1
ABIDE2,sub-29181,ABIDEII-NYU_1
ABIDE2,sub-29182,ABIDEII-NYU_1
ABIDE2,sub-29183,ABIDEII-NYU_1
ABIDE2,sub-29184,ABIDEII-NYU_1
ABIDE2,sub-29185,ABIDEII-NYU_1
ABIDE2,sub-29186,ABIDEII-NYU_1
ABIDE2,sub-29187,ABIDEII-NYU_1
ABIDE2,sub-29188,ABIDEII-NYU_1
ABIDE2,sub-29189,ABIDEII-NYU_1
ABIDE2,sub-29190,ABIDEII-NYU_1
ABIDE2,sub-29191,ABIDEII-NYU_1
ABIDE2,sub-29192,ABIDEII-NYU_1
ABIDE2,sub-29193,ABIDEII-NYU_1
ABIDE2,sub-29194,ABIDEII-NYU_1
ABIDE2,sub-29195,ABIDEII-NYU_1
ABIDE2,sub-29196,ABIDEII-NYU_1
ABIDE2,sub-29197,ABIDEII-NYU_1
ABIDE2,sub-29198,ABIDEII-NYU_1
ABIDE2,sub-29199,ABIDEII-NYU_1
ABIDE2,sub-29200,ABIDEII-NYU_1
ABIDE2,sub-29201,ABIDEII-NYU_1
ABIDE2,sub-29202,ABIDEII-NYU_1
ABIDE2,sub-29203,ABIDEII-NYU_1
ABIDE2,sub-29204,ABIDEII-NYU_1
ABIDE2,sub-29205,ABIDEII-NYU_1
ABIDE2,sub-29206,ABIDEII-NYU_1
ABIDE2,sub-29207,ABIDEII-NYU_1
ABIDE2,sub-29208,ABIDEII-NYU_1
ABIDE2,sub-29209,ABIDEII-NYU_1
ABIDE2,sub-29210,ABIDEII-NYU_1
ABIDE2,sub-29211,ABIDEII-NYU_1
ABIDE2,sub-29212,ABIDEII-NYU_1
ABIDE2,sub-29213,ABIDEII-NYU_1
ABIDE2,sub-29214,ABIDEII-NYU_1
ABIDE2,sub-29215,ABIDEII-NYU_1
ABIDE2,sub-29216,ABIDEII-NYU_1
ABIDE2,sub-29217,ABIDEII-NYU_1
ABIDE2,sub-29218,ABIDEII-NYU_1
ABIDE2,sub-29219,ABIDEII-NYU_1
ABIDE2,sub-29220,ABIDEII-NYU_1
ABIDE2,sub-29221,ABIDEII-NYU_1
ABIDE2,sub-29222,ABIDEII-NYU_1
ABIDE2,sub-29223,ABIDEII-NYU_1
ABIDE2,sub-29224,ABIDEII-NYU_1
ABIDE2,sub-29225,ABIDEII-NYU_1
ABIDE2,sub-29226,ABIDEII-NYU_1
ABIDE2,sub-29227,ABIDEII-NYU_1
ABIDE2,sub-29228,ABIDEII-NYU_1
ABIDE2,sub-29229,ABIDEII-NYU_1
ABIDE2,sub-29230,ABIDEII-NYU_1
ABIDE2,sub-29231,ABIDEII-NYU_1
ABIDE2,sub-29232,ABIDEII-NYU_1
ABIDE2,sub-29233,ABIDEII-NYU_1
ABIDE2,sub-29234,ABIDEII-NYU_1
ABIDE2,sub-29235,ABIDEII-NYU_1
ABIDE2,sub-29236,ABIDEII-NYU_1
ABIDE2,sub-29237,ABIDEII-NYU_1
ABIDE2,sub-29238,ABIDEII-NYU_1
ABIDE2,sub-29239,ABIDEII-NYU_1
ABIDE2,sub-29240,ABIDEII-NYU_1
ABIDE2,sub-29241,ABIDEII-NYU_1
ABIDE2,sub-29242,ABIDEII-NYU_1
ABIDE2,sub-29243,ABIDEII-NYU_1
ABIDE2,sub-29244,ABIDEII-NYU_1
ABIDE2,sub-29245,ABIDEII-NYU_1
ABIDE2,sub-29246,ABIDEII-NYU_1
ABIDE2,sub-29247,ABIDEII-NYU_1
ABIDE2,sub-29248,ABIDEII-NYU_1
ABIDE2,sub-29249,ABIDEII-NYU_1
ABIDE2,sub-29250,ABIDEII-NYU_1
ABIDE2,sub-29251,ABIDEII-NYU_1
ABIDE2,sub-29252,ABIDEII-NYU_1
ABIDE2,sub-29253,ABIDEII-NYU_1
ABIDE2,sub-29254,ABIDEII-NYU_1
ABIDE2,sub-29150,ABIDEII-NYU_2
ABIDE2,sub-29151,ABIDEII-NYU_2
ABIDE2,sub-29152,ABIDEII-NYU_2
ABIDE2,sub-29153,ABIDEII-NYU_2
ABIDE2,sub-29154,ABIDEII-NYU_2
ABIDE2,sub-29155,ABIDEII-NYU_2
ABIDE2,sub-29156,ABIDEII-NYU_2
ABIDE2,sub-29157,ABIDEII-NYU_2
ABIDE2,sub-29158,ABIDEII-NYU_2
ABIDE2,sub-29159,ABIDEII-NYU_2
ABIDE2,sub-29160,ABIDEII-NYU_2
ABIDE2,sub-29161,ABIDEII-NYU_2
ABIDE2,sub-29162,ABIDEII-NYU_2
ABIDE2,sub-29163,ABIDEII-NYU_2
ABIDE2,sub-29164,ABIDEII-NYU_2
ABIDE2,sub-29165,ABIDEII-NYU_2
ABIDE2,sub-29166,ABIDEII-NYU_2
ABIDE2,sub-29167,ABIDEII-NYU_2
ABIDE2,sub-29168,ABIDEII-NYU_2
ABIDE2,sub-29169,ABIDEII-NYU_2
ABIDE2,sub-29170,ABIDEII-NYU_2
ABIDE2,sub-29171,ABIDEII-NYU_2
ABIDE2,sub-29172,ABIDEII-NYU_2
ABIDE2,sub-29173,ABIDEII-NYU_2
ABIDE2,sub-29174,ABIDEII-NYU_2
ABIDE2,sub-29175,ABIDEII-NYU_2
ABIDE2,sub-29176,ABIDEII-NYU_2
ABIDE2,sub-28920,ABIDEII-OHSU_1
ABIDE2,sub-28924,ABIDEII-OHSU_1
ABIDE2,sub-28925,ABIDEII-OHSU_1
ABIDE2,sub-28926,ABIDEII-OHSU_1
ABIDE2,sub-28927,ABIDEII-OHSU_1
ABIDE2,sub-28930,ABIDEII-OHSU_1
ABIDE2,sub-28931,ABIDEII-OHSU_1
ABIDE2,sub-28933,ABIDEII-OHSU_1
ABIDE2,sub-28934,ABIDEII-OHSU_1
ABIDE2,sub-28935,ABIDEII-OHSU_1
ABIDE2,sub-28936,ABIDEII-OHSU_1
ABIDE2,sub-28937,ABIDEII-OHSU_1
ABIDE2,sub-28938,ABIDEII-OHSU_1
ABIDE2,sub-28939,ABIDEII-OHSU_1
ABIDE2,sub-28940,ABIDEII-OHSU_1
ABIDE2,sub-28941,ABIDEII-OHSU_1
ABIDE2,sub-28942,ABIDEII-OHSU_1
ABIDE2,sub-28943,ABIDEII-OHSU_1
ABIDE2,sub-28944,ABIDEII-OHSU_1
ABIDE2,sub-28945,ABIDEII-OHSU_1
ABIDE2,sub-28946,ABIDEII-OHSU_1
ABIDE2,sub-28947,ABIDEII-OHSU_1
ABIDE2,sub-28948,ABIDEII-OHSU_1
ABIDE2,sub-28949,ABIDEII-OHSU_1
ABIDE2,sub-28950,ABIDEII-OHSU_1
ABIDE2,sub-28951,ABIDEII-OHSU_1
ABIDE2,sub-28952,ABIDEII-OHSU_1
ABIDE2,sub-28953,ABIDEII-OHSU_1
ABIDE2,sub-28954,ABIDEII-OHSU_1
ABIDE2,sub-28955,ABIDEII-OHSU_1
ABIDE2,sub-28956,ABIDEII-OHSU_1
ABIDE2,sub-28957,ABIDEII-OHSU_1
ABIDE2,sub-28958,ABIDEII-OHSU_1
ABIDE2,sub-28960,ABIDEII-OHSU_1
ABIDE2,sub-28961,ABIDEII-OHSU_1
ABIDE2,sub-28962,ABIDEII-OHSU_1
ABIDE2,sub-28963,ABIDEII-OHSU_1
ABIDE2,sub-28964,ABIDEII-OHSU_1
ABIDE2,sub-28965,ABIDEII-OHSU_1
ABIDE2,sub-28966,ABIDEII-OHSU_1
ABIDE2,sub-28967,ABIDEII-OHSU_1
ABIDE2,sub-28968,ABIDEII-OHSU_1
ABIDE2,sub-28969,ABIDEII-OHSU_1
ABIDE2,sub-28970,ABIDEII-OHSU_1
ABIDE2,sub-28971,ABIDEII-OHSU_1
ABIDE2,sub-28972,ABIDEII-OHSU_1
ABIDE2,sub-28973,ABIDEII-OHSU_1
ABIDE2,sub-28974,ABIDEII-OHSU_1
ABIDE2,sub-28975,ABIDEII-OHSU_1
ABIDE2,sub-28976,ABIDEII-OHSU_1
ABIDE2,sub-28977,ABIDEII-OHSU_1
ABIDE2,sub-28978,ABIDEII-OHSU_1
ABIDE2,sub-28979,ABIDEII-OHSU_1
ABIDE2,sub-28980,ABIDEII-OHSU_1
ABIDE2,sub-28981,ABIDEII-OHSU_1
ABIDE2,sub-28982,ABIDEII-OHSU_1
ABIDE2,sub-28983,ABIDEII-OHSU_1
ABIDE2,sub-28984,ABIDEII-OHSU_1
ABIDE2,sub-28985,ABIDEII-OHSU_1
ABIDE2,sub-28986,ABIDEII-OHSU_1
ABIDE2,sub-28987,ABIDEII-OHSU_1
ABIDE2,sub-28988,ABIDEII-OHSU_1
ABIDE2,sub-28989,ABIDEII-OHSU_1
ABIDE2,sub-28990,ABIDEII-OHSU_1
ABIDE2,sub-28991,ABIDEII-OHSU_1
ABIDE2,sub-28992,ABIDEII-OHSU_1
